date,Year,event_id,best_of,system
2018-12-09,2018,4257,3,123412
2018-12-06,2018,3376,3,123412
2018-12-05,2018,4259,3,123412
2018-12-04,2018,4014,3,123412
2018-11-30,2018,4081,3,123412
2018-11-28,2018,4265,3,123412
2018-11-27,2018,4265,3,123412
2018-11-22,2018,4230,3,123412
2018-11-21,2018,4251,3,122143
2018-11-20,2018,4185,3,123412
2018-11-20,2018,4254,3,123412
2018-11-19,2018,4141,3,123412
2018-11-19,2018,4141,3,123412
2018-11-19,2018,4141,3,123412
2018-11-18,2018,4247,3,123412
2018-11-17,2018,4130,3,123412
2018-11-17,2018,3429,3,123412
2018-11-15,2018,3965,3,123412
2018-11-15,2018,4153,3,123412
2018-11-14,2018,4238,3,123412
2018-11-11,2018,4123,3,123421
2018-11-10,2018,4166,3,123412
2018-11-09,2018,3954,3,123412
2018-11-08,2018,4218,3,123412
2018-11-07,2018,3954,3,123412
2018-11-07,2018,3954,3,123412
2018-11-06,2018,3966,3,123412
2018-11-05,2018,3966,3,123412
2018-11-04,2018,4211,3,123412
2018-11-03,2018,4214,3,123421
2018-11-02,2018,4204,3,123412
2018-11-02,2018,4162,3,123412
2018-10-31,2018,4211,3,123412
2018-10-30,2018,4122,3,123412
2018-10-28,2018,4176,3,123412
2018-10-28,2018,4176,3,123412
2018-10-24,2018,3985,3,123412
2018-10-22,2018,4102,3,123412
2018-10-21,2018,3483,3,123412
